Date,INR
10/20/1993,11670.00
10/21/1993,11766.40
10/22/1993,11590.20
10/25/1993,11666.30
10/26/1993,11544.10
10/27/1993,11651.10
10/28/1993,11460.40
10/29/1993,11602.70
11/1/1993,11403.30
11/2/1993,11395.60
11/3/1993,11416.00
11/4/1993,11674.20
11/5/1993,11798.80
11/8/1993,11805.00
11/9/1993,11772.90
11/10/1993,11737.20
11/11/1993,11823.60
11/12/1993,11795.30
11/15/1993,11795.70
11/16/1993,11801.60
11/17/1993,11687.70
11/18/1993,11845.80
11/19/1993,11869.40
11/22/1993,11892.20
11/23/1993,11769.00
11/24/1993,11805.20
11/25/1993,11834.10
11/26/1993,11789.30
11/29/1993,11598.40
11/30/1993,11630.40
12/1/1993,11718.50
12/2/1993,11738.60
12/3/1993,11829.50
12/6/1993,11858.20
12/7/1993,11860.20
12/8/1993,12006.00
12/9/1993,11982.70
12/10/1993,11980.40
12/13/1993,12127.80
12/14/1993,12141.70
12/15/1993,12099.50
12/16/1993,12083.50
12/17/1993,12105.70
12/20/1993,12239.60
12/21/1993,12146.80
12/22/1993,12085.40
12/23/1993,12029.70
12/24/1993,12111.80
12/27/1993,12111.80
12/28/1993,12111.80
12/29/1993,12111.50
12/30/1993,12290.90
12/31/1993,12252.60
1/3/1994,12263.90
1/4/1994,12366.80
1/5/1994,12398.60
1/6/1994,12097.90
1/7/1994,12248.50
1/10/1994,12019.00
1/11/1994,12093.00
1/12/1994,12111.00
1/13/1994,12195.00
1/14/1994,12237.40
1/17/1994,12307.40
1/18/1994,12315.20
1/19/1994,12287.60
1/20/1994,12291.20
1/21/1994,12108.80
1/24/1994,11883.40
1/25/1994,11982.90
1/26/1994,12014.60
1/27/1994,12032.10
1/28/1994,11866.20
1/31/1994,11853.70
2/1/1994,11970.50
2/2/1994,12068.10
2/3/1994,12096.90
2/4/1994,12186.80
2/7/1994,12029.40
2/8/1994,11938.30
2/9/1994,11944.50
2/10/1994,11998.60
2/11/1994,11977.70
2/14/1994,12021.60
2/15/1994,12076.00
2/16/1994,12030.30
2/17/1994,12060.80
2/18/1994,11917.60
2/21/1994,11919.60
2/22/1994,11902.20
2/23/1994,11786.70
2/24/1994,11817.50
2/25/1994,11888.10
2/28/1994,11967.30
3/1/1994,11961.40
3/2/1994,11835.70
3/3/1994,11871.50
3/4/1994,11804.30
3/7/1994,11842.70
3/8/1994,11797.70
3/9/1994,11773.10
3/10/1994,11936.30
3/11/1994,12129.20
3/14/1994,12124.50
3/15/1994,12142.30
3/16/1994,12087.40
3/17/1994,12027.30
3/18/1994,12126.50
3/21/1994,12123.40
3/22/1994,12207.20
3/23/1994,12179.80
3/24/1994,12246.40
3/25/1994,12274.00
3/28/1994,12210.30
3/29/1994,12133.90
3/30/1994,12144.90
3/31/1994,12209.60
4/1/1994,12207.30
4/4/1994,12208.70
4/5/1994,12069.10
4/6/1994,12043.40
4/7/1994,12055.00
4/8/1994,12089.60
4/11/1994,11971.70
4/12/1994,11857.30
4/13/1994,11874.00
4/14/1994,11846.40
4/15/1994,11825.10
4/18/1994,11861.40
4/19/1994,11704.60
4/20/1994,11649.30
4/21/1994,11710.40
4/22/1994,11596.30
4/25/1994,11700.50
4/26/1994,11741.30
4/27/1994,11738.80
4/28/1994,11711.10
4/29/1994,11808.30
5/2/1994,11809.70
5/3/1994,11766.40
5/4/1994,11767.60
5/5/1994,11748.00
5/6/1994,11713.60
5/9/1994,11951.40
5/10/1994,11924.80
5/11/1994,11936.70
5/12/1994,11897.10
5/13/1994,11972.30
5/16/1994,11899.10
5/17/1994,12000.50
5/18/1994,11908.90
5/19/1994,12023.60
5/20/1994,12019.40
5/23/1994,12123.30
5/24/1994,12171.60
5/25/1994,12150.00
5/26/1994,12074.70
5/27/1994,12090.90
5/30/1994,12090.90
5/31/1994,12159.40
6/1/1994,12120.60
6/2/1994,12022.60
6/3/1994,12012.70
6/6/1994,11869.50
6/7/1994,11936.30
6/8/1994,11965.60
6/9/1994,12001.00
6/10/1994,12015.30
6/13/1994,12002.20
6/14/1994,12040.70
6/15/1994,12049.10
6/16/1994,12135.40
6/17/1994,12166.80
6/20/1994,12211.80
6/21/1994,12243.20
6/22/1994,12310.20
6/23/1994,12202.80
6/24/1994,12231.10
6/27/1994,12209.80
6/28/1994,12125.60
6/29/1994,12093.10
6/30/1994,12085.70
7/1/1994,12064.40
7/4/1994,12127.10
7/5/1994,12149.10
7/6/1994,12096.50
7/7/1994,12016.10
7/8/1994,12019.80
7/11/1994,12101.90
7/12/1994,12117.80
7/13/1994,12065.90
7/14/1994,12052.30
7/15/1994,12072.90
7/18/1994,12123.90
7/19/1994,12067.00
7/20/1994,12154.20
7/21/1994,12107.20
7/22/1994,12038.80
7/25/1994,12077.40
7/26/1994,12115.00
7/27/1994,12188.30
7/28/1994,12143.20
7/29/1994,12046.50
8/1/1994,12041.30
8/2/1994,11921.00
8/3/1994,11872.50
8/4/1994,11843.10
8/5/1994,11867.70
8/8/1994,11844.40
8/9/1994,11878.70
8/10/1994,11868.20
8/11/1994,11844.70
8/12/1994,11865.00
8/15/1994,11814.00
8/16/1994,11804.10
8/17/1994,11832.20
8/18/1994,11941.40
8/19/1994,11977.50
8/22/1994,11999.70
8/23/1994,11961.00
8/24/1994,12044.90
8/25/1994,12024.00
8/26/1994,12024.50
8/29/1994,12025.10
8/30/1994,12127.70
8/31/1994,12100.50
9/1/1994,12109.30
9/2/1994,12131.20
9/5/1994,12137.40
9/6/1994,12159.00
9/7/1994,12226.30
9/8/1994,12282.20
9/9/1994,12258.80
9/12/1994,12269.20
9/13/1994,12222.20
9/14/1994,12244.10
9/15/1994,12172.50
9/16/1994,12233.80
9/19/1994,12230.70
9/20/1994,12356.10
9/21/1994,12389.00
9/22/1994,12350.80
9/23/1994,12413.00
9/26/1994,12415.30
9/27/1994,12415.70
9/28/1994,12428.40
9/29/1994,12410.60
9/30/1994,12383.20
10/3/1994,12332.60
10/4/1994,12311.30
10/5/1994,12349.00
10/6/1994,12297.60
10/7/1994,12296.20
10/10/1994,12271.10
10/11/1994,12160.10
10/12/1994,12167.60
10/13/1994,12147.20
10/14/1994,12155.30
10/17/1994,12201.60
10/18/1994,12226.00
10/19/1994,12268.30
10/20/1994,12282.60
10/21/1994,12263.60
10/24/1994,12211.50
10/25/1994,12209.20
10/26/1994,12199.40
10/27/1994,12213.10
10/28/1994,12162.20
10/31/1994,12044.20
11/1/1994,12067.20
11/2/1994,12060.60
11/3/1994,12051.30
11/4/1994,12052.90
11/7/1994,12027.90
11/8/1994,12084.80
11/9/1994,12052.30
11/10/1994,12076.50
11/11/1994,12101.40
11/14/1994,12085.40
11/15/1994,12131.40
11/16/1994,12116.70
11/17/1994,12131.90
11/18/1994,12045.20
11/21/1994,12026.30
11/22/1994,12038.40
11/23/1994,12067.60
11/24/1994,12055.10
11/25/1994,12074.30
11/28/1994,12047.00
11/29/1994,12026.40
11/30/1994,12027.80
12/1/1994,11941.80
12/2/1994,11894.60
12/5/1994,11822.40
12/6/1994,11792.60
12/7/1994,11827.40
12/8/1994,11801.00
12/9/1994,11810.50
12/12/1994,11830.80
12/13/1994,11892.00
12/14/1994,11935.80
12/15/1994,11895.10
12/16/1994,11932.50
12/19/1994,11908.40
12/20/1994,11995.10
12/21/1994,11996.00
12/22/1994,11981.70
12/23/1994,11976.50
12/26/1994,11976.50
12/27/1994,11983.50
12/28/1994,11989.00
12/29/1994,12029.30
12/30/1994,12022.10
1/2/1995,12022.10
1/3/1995,11948.80
1/4/1995,11781.60
1/5/1995,11771.30
1/6/1995,11769.10
1/9/1995,11682.20
1/10/1995,11734.60
1/11/1995,11780.20
1/12/1995,11934.90
1/13/1995,11873.80
1/16/1995,11843.30
1/17/1995,11915.30
1/18/1995,12001.20
1/19/1995,11980.20
1/20/1995,12041.40
1/23/1995,11995.30
1/24/1995,11963.30
1/25/1995,11972.80
1/26/1995,11963.90
1/27/1995,11872.80
1/30/1995,11794.80
1/31/1995,11762.50
2/1/1995,11803.00
2/2/1995,11792.90
2/3/1995,11787.00
2/6/1995,11747.10
2/7/1995,11748.10
2/8/1995,11749.30
2/9/1995,11814.40
2/10/1995,11809.10
2/13/1995,11748.10
2/14/1995,11794.70
2/15/1995,11814.40
2/16/1995,11816.30
2/17/1995,11864.80
2/20/1995,11895.50
2/21/1995,11883.00
2/22/1995,11896.90
2/23/1995,11908.30
2/24/1995,11857.60
2/27/1995,11792.00
2/28/1995,11828.80
3/1/1995,11804.50
3/2/1995,11799.90
3/3/1995,11951.30
3/6/1995,12051.20
3/7/1995,12176.30
3/8/1995,12082.10
3/9/1995,12076.40
3/10/1995,12111.40
3/13/1995,12266.10
3/14/1995,12256.30
3/15/1995,12129.80
3/16/1995,12086.60
3/17/1995,12035.30
3/20/1995,12033.60
3/21/1995,12061.40
3/22/1995,12060.00
3/23/1995,12108.40
3/24/1995,12076.30
3/27/1995,12080.40
3/28/1995,12038.80
3/29/1995,12056.80
3/30/1995,12061.80
3/31/1995,12314.70
4/3/1995,12339.80
4/4/1995,12297.40
4/5/1995,12322.10
4/6/1995,12360.60
4/7/1995,12345.30
4/10/1995,12222.10
4/11/1995,12241.10
4/12/1995,12239.80
4/13/1995,12203.40
4/14/1995,12203.40
4/17/1995,12222.80
4/18/1995,12331.90
4/19/1995,12418.30
4/20/1995,12363.40
4/21/1995,12264.80
4/24/1995,12261.90
4/25/1995,12228.40
4/26/1995,12201.70
4/27/1995,12123.70
4/28/1995,12250.80
5/1/1995,12169.70
5/2/1995,12209.00
5/3/1995,12215.70
5/4/1995,12256.90
5/5/1995,12283.30
5/8/1995,12273.50
5/9/1995,12179.90
5/10/1995,12042.10
5/11/1995,12037.00
5/12/1995,12088.00
5/15/1995,12065.10
5/16/1995,12068.20
5/17/1995,12034.50
5/18/1995,12037.10
5/19/1995,12029.50
5/22/1995,11982.00
5/23/1995,11987.90
5/24/1995,12025.50
5/25/1995,12115.50
5/26/1995,12101.60
5/29/1995,12099.70
5/30/1995,12120.30
5/31/1995,12076.60
6/1/1995,12045.70
6/2/1995,12070.00
6/5/1995,12032.10
6/6/1995,12062.00
6/7/1995,12119.60
6/8/1995,12093.80
6/9/1995,12138.70
6/12/1995,12172.20
6/13/1995,12149.90
6/14/1995,12174.40
6/15/1995,12197.30
6/16/1995,12284.90
6/19/1995,12260.50
6/20/1995,12267.60
6/21/1995,12260.20
6/22/1995,12224.10
6/23/1995,12209.00
6/26/1995,12203.70
6/27/1995,12215.50
6/28/1995,12189.50
6/29/1995,12147.70
6/30/1995,12153.40
7/3/1995,12067.50
7/4/1995,12069.00
7/5/1995,12053.40
7/6/1995,12050.20
7/7/1995,12105.60
7/10/1995,12102.30
7/11/1995,12074.20
7/12/1995,12129.80
7/13/1995,12209.00
7/14/1995,12183.10
7/17/1995,12183.50
7/18/1995,12223.70
7/19/1995,12248.20
7/20/1995,12135.30
7/21/1995,12107.10
7/24/1995,12131.10
7/25/1995,12132.50
7/26/1995,12114.00
7/27/1995,12104.00
7/28/1995,12022.40
7/31/1995,12042.90
8/1/1995,12027.20
8/2/1995,12019.00
8/3/1995,12062.20
8/4/1995,12064.70
8/7/1995,12072.30
8/8/1995,12091.40
8/9/1995,12091.30
8/10/1995,12068.80
8/11/1995,12063.40
8/14/1995,12071.60
8/15/1995,12156.50
8/16/1995,12075.00
8/17/1995,12139.70
8/18/1995,12144.40
8/21/1995,12160.40
8/22/1995,12145.60
8/23/1995,12117.90
8/24/1995,12211.20
8/25/1995,12146.20
8/28/1995,12194.10
8/29/1995,12189.00
8/30/1995,12140.30
8/31/1995,12179.80
9/1/1995,12173.70
9/4/1995,12131.40
9/5/1995,12281.20
9/6/1995,12262.30
9/7/1995,12280.80
9/8/1995,12330.50
9/11/1995,12399.10
9/12/1995,12525.40
9/13/1995,12653.60
9/14/1995,13112.70
9/15/1995,12993.80
9/18/1995,13009.20
9/19/1995,13002.20
9/20/1995,13001.90
9/21/1995,12945.50
9/22/1995,12960.40
9/25/1995,13003.90
9/26/1995,13008.90
9/27/1995,13001.50
9/28/1995,13029.40
9/29/1995,13027.20
10/2/1995,12974.90
10/3/1995,12927.90
10/4/1995,12930.40
10/5/1995,12990.30
10/6/1995,12985.40
10/9/1995,13017.30
10/10/1995,13045.30
10/11/1995,13019.20
10/12/1995,13054.00
10/13/1995,13145.10
10/16/1995,13262.00
10/17/1995,13332.70
10/18/1995,13383.60
10/19/1995,13386.10
10/20/1995,13580.80
10/23/1995,13599.60
10/24/1995,13597.90
10/25/1995,13603.20
10/26/1995,13612.10
10/27/1995,13563.20
10/30/1995,13298.80
10/31/1995,13086.60
11/1/1995,13177.30
11/2/1995,13152.10
11/3/1995,13255.30
11/6/1995,13275.70
11/7/1995,13294.80
11/8/1995,13198.60
11/9/1995,13284.40
11/10/1995,13444.00
11/13/1995,13413.80
11/14/1995,13338.80
11/15/1995,13314.00
11/16/1995,13397.30
11/17/1995,13402.50
11/20/1995,13441.30
11/21/1995,13443.20
11/22/1995,13381.10
11/23/1995,13329.10
11/24/1995,13365.20
11/27/1995,13428.30
11/28/1995,13574.60
11/29/1995,13560.60
11/30/1995,13532.30
12/1/1995,13480.30
12/4/1995,13469.80
12/5/1995,13475.10
12/6/1995,13528.00
12/7/1995,13507.10
12/8/1995,13571.10
12/11/1995,13568.80
12/12/1995,13551.60
12/13/1995,13546.60
12/14/1995,13486.00
12/15/1995,13499.60
12/18/1995,13544.30
12/19/1995,13571.90
12/20/1995,13554.40
12/21/1995,13574.00
12/22/1995,13573.00
12/25/1995,13573.00
12/26/1995,13582.70
12/27/1995,13568.00
12/28/1995,13591.40
12/29/1995,13608.90
1/1/1996,13608.90
1/2/1996,13698.10
1/3/1996,13851.60
1/4/1996,13917.00
1/5/1996,14022.80
1/8/1996,14198.30
1/9/1996,14146.60
1/10/1996,14300.00
1/11/1996,14282.20
1/12/1996,14275.70
1/15/1996,14170.60
1/16/1996,14271.80
1/17/1996,14247.60
1/18/1996,14264.30
1/19/1996,14325.70
1/22/1996,14410.80
1/23/1996,14428.50
1/24/1996,14419.60
1/25/1996,14641.70
1/26/1996,14621.80
1/29/1996,14539.70
1/30/1996,14670.30
1/31/1996,14776.20
2/1/1996,14966.90
2/2/1996,15232.90
2/5/1996,15720.90
2/6/1996,15543.70
2/7/1996,15429.00
2/8/1996,15145.30
2/9/1996,15055.20
2/12/1996,14944.20
2/13/1996,14811.50
2/14/1996,14711.10
2/15/1996,14769.90
2/16/1996,14777.00
2/19/1996,14795.30
2/20/1996,14698.40
2/21/1996,14514.90
2/22/1996,14613.20
2/23/1996,14438.60
2/26/1996,14322.10
2/27/1996,14200.20
2/28/1996,13979.80
2/29/1996,13892.50
3/1/1996,13763.00
3/4/1996,13505.90
3/5/1996,13309.60
3/6/1996,13409.90
3/7/1996,13392.60
3/8/1996,13513.00
3/11/1996,13460.50
3/12/1996,13434.90
3/13/1996,13447.50
3/14/1996,13466.80
3/15/1996,13584.40
3/18/1996,13715.10
3/19/1996,13887.80
3/20/1996,13920.20
3/21/1996,13754.00
3/22/1996,13740.50
3/25/1996,13578.30
3/26/1996,13576.60
3/27/1996,13732.00
3/28/1996,13575.70
3/29/1996,13515.50
4/1/1996,13422.50
4/2/1996,13388.20
4/3/1996,13477.30
4/4/1996,13426.90
4/5/1996,13436.70
4/8/1996,13426.90
4/9/1996,13513.80
4/10/1996,13454.10
4/11/1996,13485.10
4/12/1996,13480.70
4/15/1996,13435.60
4/16/1996,13465.60
4/17/1996,13375.60
4/18/1996,13282.90
4/19/1996,13368.80
4/22/1996,13372.20
4/23/1996,13388.10
4/24/1996,13345.80
4/25/1996,13470.50
4/26/1996,13403.00
4/29/1996,13359.20
4/30/1996,13597.70
5/1/1996,13593.20
5/2/1996,13577.00
5/3/1996,13612.70
5/6/1996,13593.00
5/7/1996,13582.70
5/8/1996,13640.30
5/9/1996,13705.20
5/10/1996,13801.30
5/13/1996,13743.60
5/14/1996,13615.90
5/15/1996,13589.70
5/16/1996,13598.90
5/17/1996,13659.50
5/20/1996,13601.60
5/21/1996,13645.90
5/22/1996,13638.90
5/23/1996,13679.40
5/24/1996,13718.80
5/27/1996,13718.80
5/28/1996,13784.70
5/29/1996,13724.10
5/30/1996,13711.10
5/31/1996,13681.00
6/3/1996,13645.20
6/4/1996,13600.50
6/5/1996,13509.60
6/6/1996,13396.60
6/7/1996,13453.70
6/10/1996,13420.60
6/11/1996,13413.80
6/12/1996,13410.30
6/13/1996,13426.00
6/14/1996,13405.10
6/17/1996,13436.50
6/18/1996,13450.50
6/19/1996,13481.90
6/20/1996,13415.60
6/21/1996,13354.50
6/24/1996,13408.60
6/25/1996,13440.00
6/26/1996,13394.60
6/27/1996,13479.80
6/28/1996,13457.90
7/1/1996,13316.10
7/2/1996,13349.20
7/3/1996,13349.20
7/4/1996,13369.30
7/5/1996,13352.50
7/8/1996,13462.00
7/9/1996,13478.10
7/10/1996,13500.80
7/11/1996,13547.60
7/12/1996,13579.40
7/15/1996,13606.80
7/16/1996,13736.90
7/17/1996,13725.70
7/18/1996,13747.20
7/19/1996,13688.20
7/22/1996,13681.40
7/23/1996,13709.60
7/24/1996,13665.40
7/25/1996,13718.10
7/26/1996,13713.10
7/29/1996,13707.40
7/30/1996,13698.90
7/31/1996,13697.40
8/1/1996,13711.90
8/2/1996,13696.10
8/5/1996,13875.10
8/6/1996,13830.60
8/7/1996,13754.60
8/8/1996,13856.70
8/9/1996,13833.80
8/12/1996,13782.50
8/13/1996,13798.60
8/14/1996,13766.50
8/15/1996,13748.70
8/16/1996,13748.70
8/19/1996,13755.80
8/20/1996,13780.80
8/21/1996,13750.70
8/22/1996,13777.20
8/23/1996,13777.20
8/26/1996,13796.50
8/27/1996,13880.20
8/28/1996,13869.50
8/29/1996,13832.20
8/30/1996,13784.70
9/2/1996,13782.40
9/3/1996,13804.70
9/4/1996,13785.20
9/5/1996,13799.50
9/6/1996,13739.50
9/9/1996,13711.00
9/10/1996,13657.50
9/11/1996,13671.80
9/12/1996,13660.10
9/13/1996,13666.00
9/16/1996,13666.00
9/17/1996,13689.20
9/18/1996,13673.10
9/19/1996,13664.20
9/20/1996,13628.50
9/23/1996,13582.60
9/24/1996,13629.00
9/25/1996,13632.60
9/26/1996,13563.00
9/27/1996,13572.00
9/30/1996,13511.30
10/1/1996,13498.90
10/2/1996,13538.70
10/3/1996,13487.10
10/4/1996,13572.00
10/7/1996,13560.10
10/8/1996,13573.50
10/9/1996,13595.10
10/10/1996,13662.80
10/11/1996,13573.70
10/14/1996,13582.90
10/15/1996,13582.60
10/16/1996,13610.00
10/17/1996,13568.40
10/18/1996,13558.40
10/21/1996,13632.90
10/22/1996,13666.40
10/23/1996,13652.60
10/24/1996,13636.70
10/25/1996,13618.80
10/28/1996,13650.40
10/29/1996,13607.60
10/30/1996,13548.40
10/31/1996,13510.20
11/1/1996,13461.40
11/4/1996,13510.10
11/5/1996,13537.20
11/6/1996,13475.70
11/7/1996,13497.10
11/8/1996,13581.30
11/11/1996,13603.60
11/12/1996,13633.80
11/13/1996,13713.70
11/14/1996,13711.40
11/15/1996,13558.20
11/18/1996,13552.80
11/19/1996,13482.80
11/20/1996,13514.90
11/21/1996,13458.90
11/22/1996,13458.90
11/25/1996,13401.80
11/26/1996,13352.60
11/27/1996,13323.60
11/28/1996,13311.80
11/29/1996,13262.80
12/2/1996,13241.30
12/3/1996,13116.20
12/4/1996,13280.10
12/5/1996,13212.00
12/6/1996,13255.70
12/9/1996,13243.40
12/10/1996,13212.80
12/11/1996,13264.40
12/12/1996,13227.20
12/13/1996,13228.60
12/16/1996,13198.10
12/17/1996,13181.60
12/18/1996,13227.10
12/19/1996,13228.60
12/20/1996,13225.00
12/23/1996,13212.30
12/24/1996,13192.00
12/25/1996,13192.00
12/26/1996,13192.00
12/27/1996,13224.50
12/30/1996,13263.50
12/31/1996,13228.40
1/1/1997,13228.40
1/2/1997,13168.30
1/3/1997,13064.00
1/6/1997,12863.00
1/7/1997,12886.30
1/8/1997,12793.00
1/9/1997,12788.90
1/10/1997,12843.30
1/13/1997,12895.30
1/14/1997,12812.30
1/15/1997,12706.50
1/16/1997,12659.50
1/17/1997,12752.60
1/20/1997,12658.60
1/21/1997,12718.10
1/22/1997,12592.60
1/23/1997,12468.80
1/24/1997,12635.40
1/27/1997,12674.80
1/28/1997,12684.60
1/29/1997,12590.40
1/30/1997,12531.10
1/31/1997,12394.80
2/3/1997,12350.00
2/4/1997,12391.60
2/5/1997,12319.50
2/6/1997,12296.20
2/7/1997,12181.70
2/10/1997,12208.40
2/11/1997,12172.60
2/12/1997,12111.60
2/13/1997,12313.80
2/14/1997,12298.00
2/17/1997,12352.20
2/18/1997,12382.10
2/19/1997,12421.70
2/20/1997,12370.00
2/21/1997,12674.60
2/24/1997,12665.70
2/25/1997,12666.40
2/26/1997,12716.00
2/27/1997,12911.40
2/28/1997,12866.60
3/3/1997,12977.60
3/4/1997,12891.70
3/5/1997,12710.60
3/6/1997,12660.40
3/7/1997,12559.00
3/10/1997,12558.20
3/11/1997,12615.60
3/12/1997,12593.10
3/13/1997,12647.90
3/14/1997,12651.40
3/17/1997,12606.50
3/18/1997,12420.00
3/19/1997,12524.00
3/20/1997,12631.50
3/21/1997,12656.70
3/24/1997,12560.80
3/25/1997,12541.90
3/26/1997,12404.20
3/27/1997,12489.90
3/28/1997,12493.40
3/31/1997,12489.90
4/1/1997,12556.30
4/2/1997,12590.40
4/3/1997,12500.90
4/4/1997,12456.00
4/7/1997,12513.40
4/8/1997,12517.00
4/9/1997,12463.40
4/10/1997,12452.80
4/11/1997,12475.70
4/14/1997,12429.30
4/15/1997,12283.50
4/16/1997,12168.40
4/17/1997,12184.60
4/18/1997,12238.60
4/21/1997,12237.20
4/22/1997,12217.30
4/23/1997,12185.60
4/24/1997,12185.50
4/25/1997,12237.80
4/28/1997,12160.50
4/29/1997,12126.50
4/30/1997,12162.10
5/1/1997,12129.90
5/2/1997,12137.40
5/5/1997,12151.00
5/6/1997,12271.70
5/7/1997,12234.20
5/8/1997,12325.80
5/9/1997,12395.30
5/12/1997,12477.70
5/13/1997,12502.80
5/14/1997,12508.20
5/15/1997,12406.30
5/16/1997,12338.30
5/19/1997,12195.40
5/20/1997,12273.40
5/21/1997,12263.50
5/22/1997,12258.50
5/23/1997,12241.00
5/26/1997,12258.10
5/27/1997,12310.40
5/28/1997,12270.50
5/29/1997,12309.90
5/30/1997,12363.80
6/2/1997,12313.30
6/3/1997,12297.40
6/4/1997,12225.10
6/5/1997,12190.40
6/6/1997,12306.60
6/9/1997,12314.50
6/10/1997,12295.90
6/11/1997,12308.70
6/12/1997,12259.30
6/13/1997,12223.80
6/16/1997,12227.40
6/17/1997,12247.30
6/18/1997,12231.00
6/19/1997,12186.00
6/20/1997,12109.20
6/23/1997,12102.10
6/24/1997,12118.00
6/25/1997,12114.80
6/26/1997,12062.80
6/27/1997,12050.20
6/30/1997,11976.90
7/1/1997,11948.10
7/2/1997,11882.70
7/3/1997,11893.60
7/4/1997,11603.10
7/7/1997,11382.80
7/8/1997,11476.60
7/9/1997,11345.10
7/10/1997,11431.20
7/11/1997,11407.70
7/14/1997,11492.70
7/15/1997,11416.70
7/16/1997,11407.70
7/17/1997,11401.00
7/18/1997,11569.10
7/21/1997,11643.70
7/22/1997,11716.90
7/23/1997,11597.30
7/24/1997,11490.40
7/25/1997,11567.10
7/28/1997,11627.60
7/29/1997,11660.10
7/30/1997,11691.90
7/31/1997,11649.10
8/1/1997,11596.30
8/4/1997,11562.40
8/5/1997,11467.10
8/6/1997,11405.60
8/7/1997,11460.30
8/8/1997,11560.90
8/11/1997,11700.50
8/12/1997,11643.60
8/13/1997,11646.80
8/14/1997,11648.40
8/15/1997,11591.60
8/18/1997,11521.70
8/19/1997,11548.80
8/20/1997,11584.10
8/21/1997,11700.70
8/22/1997,11719.10
8/25/1997,11777.40
8/26/1997,11840.10
8/27/1997,11809.50
8/28/1997,11856.00
8/29/1997,11820.00
9/1/1997,11828.00
9/2/1997,11770.00
9/3/1997,11748.50
9/4/1997,11754.90
9/5/1997,11757.70
9/8/1997,11797.40
9/9/1997,11780.70
9/10/1997,11730.00
9/11/1997,11751.50
9/12/1997,11800.70
9/15/1997,11758.10
9/16/1997,11716.50
9/17/1997,11667.60
9/18/1997,11666.50
9/19/1997,11714.60
9/22/1997,11659.70
9/23/1997,11651.90
9/24/1997,11689.80
9/25/1997,11752.10
9/26/1997,11823.10
9/29/1997,11836.80
9/30/1997,12012.10
10/1/1997,12198.10
10/2/1997,12048.90
10/3/1997,11997.60
10/6/1997,12029.00
10/7/1997,12008.30
10/8/1997,12043.40
10/9/1997,12074.10
10/10/1997,11914.40
10/13/1997,11887.40
10/14/1997,11879.10
10/15/1997,11820.90
10/16/1997,11853.30
10/17/1997,11741.90
10/20/1997,11731.70
10/21/1997,11705.10
10/22/1997,11667.90
10/23/1997,11749.40
10/24/1997,11472.20
10/27/1997,11312.70
10/28/1997,11327.40
10/29/1997,11386.30
10/30/1997,11498.70
10/31/1997,11324.10
11/3/1997,11415.60
11/4/1997,11464.50
11/5/1997,11400.40
11/6/1997,11375.80
11/7/1997,11283.80
11/10/1997,11367.20
11/11/1997,11457.10
11/12/1997,11304.50
11/13/1997,11323.00
11/14/1997,11087.70
11/17/1997,11208.40
11/18/1997,11363.40
11/19/1997,11462.40
11/20/1997,11339.10
11/21/1997,11472.20
11/24/1997,11617.50
11/25/1997,11520.60
11/26/1997,11455.30
11/27/1997,11415.80
11/28/1997,11452.00
12/1/1997,11559.10
12/2/1997,11587.10
12/3/1997,11506.10
12/4/1997,11263.70
12/5/1997,11169.80
12/8/1997,11190.90
12/9/1997,11035.40
12/10/1997,11165.70
12/11/1997,11242.50
12/12/1997,11192.70
12/15/1997,11239.10
12/16/1997,11238.70
12/17/1997,11339.80
12/18/1997,11378.20
12/19/1997,11322.00
12/22/1997,11372.60
12/23/1997,11444.10
12/24/1997,11460.50
12/25/1997,11460.50
12/26/1997,11450.60
12/29/1997,11490.50
12/30/1997,11404.90
12/31/1997,11378.70
1/1/1998,11378.70
1/2/1998,11321.30
1/5/1998,11206.80
1/6/1998,11157.90
1/7/1998,11147.10
1/8/1998,11166.00
1/9/1998,11061.60
1/12/1998,11090.50
1/13/1998,11147.90
1/14/1998,11348.00
1/15/1998,11377.70
1/16/1998,11556.50
1/19/1998,11197.00
1/20/1998,11250.50
1/21/1998,11276.30
1/22/1998,11384.70
1/23/1998,11250.10
1/26/1998,11671.00
1/27/1998,11358.20
1/28/1998,11626.50
1/29/1998,11714.30
1/30/1998,11834.30
2/2/1998,11722.30
2/3/1998,11559.60
2/4/1998,11539.90
2/5/1998,11572.80
2/6/1998,11560.20
2/9/1998,11645.20
2/10/1998,11620.60
2/11/1998,11557.50
2/12/1998,11617.20
2/13/1998,11598.80
2/16/1998,11588.10
2/17/1998,11636.00
2/18/1998,11577.20
2/19/1998,11584.80
2/20/1998,11551.30
2/23/1998,11475.30
2/24/1998,11433.10
2/25/1998,11463.50
2/26/1998,11510.50
2/27/1998,11702.70
